id,area,type,rwdirusa,rwdiril,rwdirlocal,qlife,pres12_oba_rom,pres12_oba_rom_comment,impress_oba,impress_rom,app_gov_quin,app_pres_oba,el_honest_us,el_honest_il,leg_per_prof,leg_pubemp,leg_st_biz,term_lim,term_leader,cf_lim_leader,prim_nodeclr,redist_hat,redist_neutral,redist_commis,off_otherjob,off_taxrec,off_govprof,off_loans,off_lobby,off_reltax,off_privbiz,off_ethics,off_giftlim,off_giftlim2hi,inf_proc,inf_lgrts,inf_prol,inf_biz,inf_evch,inf_priunion,inf_occupy,inf_teapar,inf_ilcoc,inf_nra,inf_cathch,inf_pubunion,crpt_biz,crpt_ilsprd,crpt_ilothst,crpt_locil,app_citun,cf_limneed,off_2blobby,wealth_reason,wealth_distfair,wealth_fedpolicy,leg_hypoth,abort_leg,lg_rights,id_il,education,ideology,party_aff_og,employ_time,employ_type,retired_type,relig_att_often,relig_type,religion,relig_denom,relig_what,born_again,zip,birth_yr,rac_eth1,hhinc1,education_redo,ideology_redo,party_aff_redo,employ_time_redo,gender,language,areacode,party_aff1,Generation,hhinc,party_aff,rac_eth
052067,2,1,1,2,1,2,6,JILL STEIN,5,2,4,4,2,2,4,4,4,1,4,4,1,1,2,1,2,2,3,3,2,2,1,3,100, ,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,3,1,1,2,2,2,1,2,2,1,1,6,1,3,1,2, ,4, ,1,5, , ,60189,1976,1,6, , ,3, ,1,1,630,1,3,3,1,1
042245,2,1,1,1,1,1,3, ,5,5,4,5,1,1,4,4,4,1,3,4,3,3,3,1,3,3,3,3,3,3,3,3,100, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,1,1,1,1,2,1,1,2,5,1,3,2,4, ,5, ,2, ,88, ,60056,1984,1,2,5, , , ,1,1,847,1,4,1,1,1
044992,2,1,1,1,1,3,1, ,5,1,4,5,1,2,1,4,4,1,4,4,2,2,4,1,3,3,3,4,4,4,3,4,500, ,2,3,1,2,1,2,3,1,3,1,1,3,1,1,3,2,1,2,1,2,2,2,1,2,2,1,2,1,2,4, , ,4, ,1,3, ,2,60651,1966,4,3,2, , , ,1,1,773,1,3,1,1,3
032959,2,2,1,1,1,3,1, ,5,1,5,5,1,1,1,1,1,1,3,3,1,3,4,2,4,4,4,4,4,4,4,4,100, ,2,2,2,2,2,2,2,1,1,1,2,2,1,1,3,3,1,1,1,1,2,1,1,1,2,2,3,2,1,1,1, ,4, ,1,3, ,2,60827,0,2,4, , , ,1,1,1,773,1,0,2,1,2
050724,2,1,2,2,1,2,5, ,4,4,2,2,2,1,1,1,1,1,4,1,1,1,4,1,1,3,4,4,4,1,4,4,100, ,9,1,3,3,2,3,2,3,3,2,2,1,1,1,1,2,1,2,1,2,1,2,2,2,2,1,4,3,5,2,1, ,3,1, ,17, , ,60142,1954,1,1, ,4, , ,2,1,847,3,2,1,3,1
054768,1,1,2,2,2,3,5, ,1,4,1,1,1,2,4,4,4,1,4,2,4,3,2,1,1,4,4,4,3,2,3,4,0, ,3,3,1,3,1,1,1,9,9,1,1,1,2,1,1,1,3,2,1,1,1,2,1,1,1,1,6,3,5,1,4, ,5, ,2, ,6, ,60614,1979,1,7, ,4, , ,1,1,312,3,3,4,3,1
042701,3,1,1,1,1,1,9, ,4,3,4,4,2,2,1,2,1,1,3,2,4,1,4,2,3,3,4,4,4,3,3,3,0, ,2,2,1,2,9,2,9,1,2,2,1,1,1,1,3,3,2,1,1,2,2,1,1,2,1,1,2,2,1,1,1, ,4, ,1,98, ,2,62301,1973,1,5, , ,1, ,2,1,217,1,3,2,1,1
048639,1,1,2,2,2,2,5, ,1,5,1,1,2,2,1,2,1,1,4,1,4,3,3,1,3,4,4,4,4,4,4,4,50, ,1,1,2,2,2,1,1,3,2,2,3,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,4,3,5,3, ,4,3,1, ,5, , ,60605,1941,1,1, ,5, , ,2,1,312,3,1,1,3,1
051861,3,1,1,2,1,2,1, ,5,4,4,5,1,1,4,4,4,1,4,1,4,2,4,1,4,3,3,4,4,4,4,4,0, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,1,1,1,5,1,2,3, ,2,3,1, ,5, , ,61517,1947,1,6,5, , , ,2,1,309,1,2,3,1,1
053401,2,1,2,2,2,4,5, ,1,4,1,1,1,2,4,4,4,2,4,3,4,1,4,2,4,2,4,4,2,3,3,3,0, ,2,1,2,2,3,1,1,3,1,3,2,1,2,1,1,1,3,2,2,1,1,2,1,1,3,1,2,3,7,4, , ,4, ,1,3, ,2,60652,1954,1,2, , ,7, ,1,1,708,3,2,1,3,1
044381,3,1,2,2,2,3,5, ,2,4,1,1,2,2,4,9,4,1,3,1,4,2,3,1,4,4,4,4,3,3,3,4, ,5000,1,3,1,2,2,1,3,3,2,3,2,1,1,1,1,3,1,1,2,2,1,2,2,3,1,1,2,3,5,2,1, ,3,1, ,30, ,2,61073,1993,1,2,2, , , ,2,1,815,3,4,1,3,1
016424,3,1,2,2,1,2,1, ,4,2,2,4,1,9,4,3,4,1,3,4,3,1,3,1,3,4,4,4,4,4,4,4,100, ,2,2,2,1,2,3,2,1,2,1,2,3,1,9,1,2,1,1,1,2,2,1,2,2,2,1,5,1,1,1,3, ,1,1, ,5, , ,62301,1973,1,9, , , ,1,1,1,217,1,3,9,1,1
052562,2,1,2,2,3,4,5, ,2,4,1,1,2,9,1,4,1,1,3,2,4,1,3,1,2,4,4,4,3,3,2,4,25, ,2,1,2,2,2,1,1,3,2,2,2,1,1,1,1,2,9,9,1,1,1,2,2,2,2,1,6,3,7,3, ,1,4, ,1,19, ,2,60565,1940,1,5, , ,7, ,1,1,630,3,1,2,3,1
051548,3,2,1,2,1,3,3, ,4,4,2,5,1,1,4,1,1,1,4,4,4,1,4,3,2,3,4,4,4,3,4,4,0, ,2,3,3,2,2,3,3,3,3,3,2,3,1,1,3,3,2,2,1,1,1,2,2,2,1,1,3,2,4,1,1, ,4, ,1,98, ,1,61401,1973,1,4,3, , , ,1,1,309,2,3,2,2,1
054779,2,1,2,2,2,2,5, ,1,4,1,1,1,2,4,2,4,1,4,4,3,1,4,1,2,4,4,4,3,2,3,4,100, ,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,3,2,1,2,1,1,2,2,2,2,1,5,3,6,1,1, ,1,1, ,13, ,2,60103,1951,1,7, , , ,1,1,1,630,3,2,4,3,1
055436,3,1,2,2,2,3,5, ,1,5,1,1,2,2,4,4,4,1,3,2,4,1,9,1,3,4,4,4,4,3,3,4,10000, ,1,1,3,2,2,1,1,2,9,2,2,1,1,2,1,3,1,1,1,1,1,2,2,2,2,1,5,3,7,3, ,3,1,1, ,14, ,2,62031,1945,1,5, ,5, , ,2,1,217,3,1,2,3,1
056418,2,1,1,2,1,3,1, ,5,9,1,5,2,2,3,1,1,2,4,9,4,2,1,3,3,3,4,4,9,4,3,4,500, ,3,3,1,2,1,1,3,2,2,1,1,1,1,1,1,3,9,2,9,2,9,1,2,1,1,2,3,9,2,3, ,1,5, ,1,13, ,2,60618,1946,1,2, , , ,3,2,1,773,1,1,1,1,1
057711,1,1,3,1,1,2,1, ,5,1,4,4,1,1,4,2,4,1,1,4,1,1,4,1,4,4,4,4,4,4,3,4,1000, ,9,9,9,9,9,9,9,9,1,9,9,9,2,1,3,3,1,1,1,1,2,1,2,1,1,1,6,1,1,2,2, ,4, ,1,5, , ,60611,1942,1,7, ,2, , ,2,1,312,1,1,4,1,1
036456,2,1,1,2,1,2,1, ,5,1,4,5,1,1,4,3,4,2,4,3,4,1,4,1,3,4,4,4,4,3,3,4,150, ,2,2,2,2,2,2,2,1,3,2,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,5,1,1,1,3, ,5, ,1,16, ,2,60302,1978,5,6, ,2, , ,2,1,708,1,3,3,1,3
063295,3,1,1,3,1,2,1, ,4,2,4,5,1,1,1,1,1,1,3,1,4,1,4,1,4,4,4,3,4,4,3,4, ,5000,9,2,3,1,9,3,9,1,9,1,9,2,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,1,3, ,1,4, ,1,31, ,2,61866,1945,2,2,2, , , ,1,1,217,1,1,1,1,2
066017,2,1,2,2,3,3,3, ,2,3,2,1,9,1,4,4,4,1,4,4,9,2,3,1,4,4,4,4,2,3,4,4,25000, ,2,9,9,3,9,3,9,3,3,3,2,1,1,1,1,2,1,2,2,2,9,9,9,1,1,1,4,1,3,1,1, ,3,1, ,3, ,2,60803,1960,1,6,4, , , ,1,1,708,1,2,3,1,1
065646,3,1,2,2,2,3,5, ,1,2,2,1,2,2,4,1,4,1,4,9,4,2,3,1,4,4,4,2,2,2,9,4, ,999999,1,1,3,2,3,3,3,2,2,3,3,3,1,1,1,2,1,2,2,1,2,2,1,3,3,1,4,3,7,1,1, ,1,1, ,5, , ,60403,1979,1,5, ,4, , ,1,1,815,3,3,2,3,1
059219,1,1,1,3,3,2,1, ,5,1,9,5,1,1,9,9,2,1,3,2,1,9,9,1,2,4,4,4,4,3,3,4, ,999999,2,2,2,1,1,9,3,1,1,1,9,2,1,1,3,1,1,1,1,4,2,1,9,2,1,1,5,1,1,4, , ,1,1, ,19, ,2,60654,1953,1,7, ,1, , ,2,1,312,1,2,4,1,1
062338,2,1,1,3,1,2,1, ,5,2,9,5,1,1,3,3,4,1,3,2,4,2,3,1,4,4,4,4,4,3,2,4,0, ,2,2,9,9,1,9,3,1,2,1,9,2,1,1,1,3,1,1,2,1,2,1,2,1,1,1,5,1,1,1,1, ,4, ,1,17, , ,60018,1972,6,6, , ,1, ,2,1,847,1,3,3,1,3
067954,2,1,2,2,2,4,1, ,4,2,4,4,2,2,1,4,4,1,4,3,9,1,3,1,4,4,4,3,3,4,4,4,1000, ,2,2,2,1,1,1,1,1,2,1,1,1,1,1,3,3,1,1,1,2,2,1,2,1,2,1,3,3,2,3, ,1,3,1, ,3, ,2,99999,0,7,9,9, , , ,2,1,708,1,0,9,1,7
069215,3,1,3,1,1,3,3, ,2,2,9,9,1,1,3,2,3,1,1,4,3,1,2,1,1,4,2,2,1,2,1,3,5000, ,9,1,2,2,2,2,9,9,2,2,2,3,1,2,3,2,4,2,2,2,2,1,1,2,1,1,3,2,1,1,1, ,4, ,3, , , ,62258,1977,1,5, , , ,1,1,1,618,1,3,2,1,1
040337,2,1,2,2,1,2,5, ,2,4,2,1,1,1,4,3,4,1,4,3,1,3,1,2,3,3,2,3,4,2,2,3,500, ,2,1,2,3,2,1,1,3,3,2,1,1,2,2,1,1,3,2,1,1,1,2,2,2,2,1,6,3,7,1,4, ,3,1, ,5, , ,60067,1970,1,9, , ,7, ,1,1,847,3,3,9,3,1
067543,3,1,2,2,1,1,3, ,2,9,9,9,1,1,2,9,2,3,3,2,9,3,9,3,1,3,3,3,3,2,9,4,0, ,1,1,3,2,9,9,9,9,9,1,1,9,9,9,3,3,9,2,2,4,1,2,2,3,3,1,2,3,6,4, , ,1,1, ,88, ,1,61726,1976,1,3, , ,6, ,2,1,815,3,3,1,3,1
056197,2,1,1,1,1,3,5, ,5,4,4,5,1,1,1,2,1,1,3,1,1,4,4,1,3,4,3,4,3,4,3,3,0, ,3,1,3,1,3,3,1,1,3,3,1,1,1,1,3,1,2,2,1,2,2,1,1,2,2,1,5,1,1,3, ,1,4, ,1,31, ,2,60426,1948,2,4, ,2, , ,1,1,708,1,2,2,1,2
057239,2,1,2,2,1,2,5, ,1,5,2,1,1,2,1,4,2,1,3,4,9,9,4,1,3,4,4,3,3,3,3,4,100, ,1,1,1,9,9,1,9,3,9,3,9,9,1,1,1,3,2,2,1,3,9,9,2,3,1,1,4,3,6,2,1, ,4, ,1,5, , ,60487,1967,1,9, ,5, , ,2,1,708,3,3,9,3,1
059733,2,1,2,2,3,2,9, ,1,4,1,1,1,1,4,4,4,1,4,4,4,1,4,1,4,4,4,4,4,4,4,4,0, ,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,3,1,2,1,1,1,2,2,3,3,1,6,3,5,3, ,3,1,1, ,5, , ,60515,1938,1,9, , , ,3,1,1,630,3,1,9,3,1
056683,2,2,2,2,2,2,5, ,1,5,2,1,1,2,4,4,4,1,4,4,9,2,2,1,1,1,1,3,4,1,1,4, ,999999,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,3,1,1,1,1,1,2,2,1,2,1,6,3,7,1,3, ,3,1, ,19, ,2,60062,1971,1,4, , , ,1,2,1,847,3,3,2,3,1
058485,3,2,3,2,3,2,3, ,9,1,9,4,2,2,4,4,4,1,4,1,4,1,4,1,1,4,4,4,4,4,4,4,0, ,9,9,9,1,9,2,1,1,3,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,3,2,3,3, ,1,1,1, ,14, ,2,60518,1946,1,9,3, , , ,1,1,815,1,1,9,1,1
060675,3,2,2,2,2,3,5, ,2,4,1,1,1,1,9,4,4,2,4,4,4,1,1,3,4,4,4,4,3,4,4,4, ,999999,3,3,2,3,9,3,3,9,3,3,3,3,1,1,1,2,4,2,1,1,2,1,9,3,3,1,2,2,7,3, ,3,4, ,1,14, ,2,62908,0,1,9, , , ,3,1,1,618,3,0,9,3,1
061902,1,2,2,2,1,2,5, ,1,5,4,1,2,2,4,4,4,1,4,4,4,1,4,1,1,4,4,4,4,1,4,4, ,999999,2,2,2,2,2,1,2,2,2,2,2,1,9,1,1,3,1,2,1,1,1,2,1,2,2,1,6,3,5,1,4, ,3,1, ,5, , ,60148,1955,1,7, , , ,1,1,1,312,3,2,4,3,1
062559,3,2,1,1,1,2,1, ,5,2,5,5,1,1,2,1,1,2,1,2,1,3,1,1,3,4,3,4,3,4,4,4, ,10000,2,2,2,2,2,3,3,2,2,2,2,3,2,2,3,3,3,2,1,1,2,2,1,3,1,1,1,2,1,4, , ,1,1, ,7, ,2,22207,1988,2,1, , ,1, ,2,1,618,1,4,1,1,2
069786,3,2,1,1,1,1,1, ,5,1,4,5,1,1,4,1,1,2,4,4,4,2,3,2,2,1,3,4,4,3,1,4,75, ,1,2,1,1,1,2,3,1,1,1,2,2,2,2,3,2,1,1,1,2,2,1,2,2,1,1,6,2,1,1,3, ,5, ,3, , , ,61455,1960,1,5, , ,1, ,1,1,309,1,2,2,1,1
070719,2,2,1,1,2,5,1, ,5,2,5,5,1,1,1,1,1,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4, ,50,3,2,3,3,9,2,9,9,2,1,2,3,1,1,3,3,3,2,2,2,2,2,2,1,1,1,1,3,1,3, ,3,1,1, ,3, ,2,60624,1942,2,1, , ,1, ,2,1,773,1,1,1,1,2
058801,2,2,2,2,1,2,5, ,1,4,1,1,2,2,4,4,9,1,3,9,9,1,4,1,1,3,3,3,3,3,3,4,1000, ,2,2,2,2,9,1,1,2,2,2,2,1,1,1,1,3,2,2,1,1,1,2,2,2,2,1,5,3,7,1,9, ,4, ,1,13, ,2,60012,1964,1,6, ,4, , ,1,1,847,3,2,3,3,1
060325,2,2,2,2,2,3,5, ,4,2,2,1,2,2,4,3,4,1,4,4,2,1,2,1,1,4,4,4,4,3,4,4,0, ,2,2,2,1,2,1,2,3,2,3,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,3,3,7,1,1, ,4, ,1,14, ,1,60543,1975,1,6,3, , , ,1,1,630,3,3,3,3,1
061696,3,2,2,2,3,4,5, ,2,4,2,1,1,2,1,2,1,1,4,4,2,1,4,1,2,3,3,4,4,3,4,4,1000, ,2,1,2,2,3,1,1,3,9,2,2,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,5,3,7,1,4, ,3,1, ,14, ,1,62002,1969,1,6, , ,7, ,1,1,618,3,3,3,3,1
062657,3,2,1,2,1,1,1, ,5,1,4,5,1,1,4,3,3,1,3,4,4,3,3,1,3,4,4,4,3,4,4,4,100, ,3,3,1,2,1,1,1,9,2,2,1,2,1,2,1,2,3,1,1,2,2,1,2,1,1,1,3,1,1,3, ,1,1,1, ,14, ,2,60416,1954,1,4,3, , , ,2,1,815,1,2,2,1,1
028668,2,2,1,2,2,3,1, ,4,2,4,4,9,9,4,9,4,1,4,3,1,1,4,1,2,3,4,4,4,3,4,4,1000, ,2,2,2,1,2,9,1,2,2,1,2,1,1,1,1,9,3,2,1,2,2,1,2,1,3,1,6,3,2,1,9, ,1,1, ,16, ,1,60630,0,7,9, , ,2, ,2,1,708,1,0,9,1,7
043158,3,1,2,2,2,4,5, ,2,4,2,2,2,2,4,4,4,1,4,4,9,3,4,1,4,3,4,4,4,3,4,4,300, ,2,1,2,3,3,1,9,2,1,2,2,2,1,1,3,2,3,1,1,2,1,2,2,2,3,2,3,3,6,3, ,4,5, ,1,16, ,1,62832,1956,1,1, ,5, , ,2,1,618,3,2,1,3,1
020423,3,1,1,2,2,3,1, ,4,2,1,5,2,1,4,2,3,1,4,1,1,1,4,1,4,4,4,4,4,4,4,4,50, ,9,9,2,3,3,3,2,9,9,3,9,3,1,1,1,3,1,1,1,2,2,1,2,1,1,2,5,1,1,1,3, ,4, ,1,16, ,2,60421,0,2,6,5, , , ,1,1,815,1,0,3,1,2
056949,2,1,1,2,2,2,1, ,5,1,4,5,1,1,4,4,4,1,4,3,4,3,2,1,3,3,4,4,4,4,4,4,100, ,2,2,2,3,9,2,9,1,1,2,2,2,1,1,1,1,3,2,2,2,2,1,2,2,1,1,5,2,1,1,2, ,3,1, ,5, , ,60540,1965,1,3, , ,1, ,1,1,630,1,3,1,1,1
058744,2,1,2,2,1,4,5, ,1,5,1,1,2,2,4,4,4,1,4,4,4,1,4,1,4,4,4,4,4,3,4,4,200, ,2,1,1,2,3,1,3,3,2,3,3,1,1,1,1,3,1,1,1,1,1,2,9,2,3,1,3,3,7,3, ,1,1,1, ,5, , ,60523,1918,1,2, , ,7, ,1,1,630,3,1,1,3,1
061379,2,2,1,3,1,3,1, ,5,1,2,5,1,1,4,4,2,1,4,4,3,1,3,2,3,4,4,4,4,4,4,4,1000, ,9,2,3,3,2,2,1,1,2,1,2,3,2,2,1,2,3,2,1,2,2,1,2,1,1,1,4,1,1,1,1, ,4, ,2, ,10, ,60466,1957,2,3, , ,1, ,1,1,708,1,2,1,1,2
059896,2,1,2,2,1,3,4, ,1,4,1,1,2,2,4,1,1,1,4,4,2,1,3,1,1,2,2,2,1,1,2,4,0, ,9,2,1,2,2,2,3,2,2,2,1,2,1,1,1,3,2,2,1,1,1,2,1,1,3,1,4,1,6,1,1, ,5, ,3, , , ,60013,1974,1,7, ,2, , ,1,1,847,3,3,4,3,1
058442,2,1,1,2,2,5,1, ,4,3,1,5,1,2,1,1,1,1,4,1,9,1,4,1,4,4,4,4,4,4,4,4,0, ,1,1,1,1,2,1,9,1,2,1,2,1,1,1,1,1,1,2,1,4,1,1,1,2,3,1,5,1,2,3, ,3,1,1, ,3, ,1,60153,1939,2,4,5, , , ,2,1,708,1,1,2,1,2
063320,2,1,2,2,2,2,5, ,1,4,2,1,1,1,4,4,4,1,4,4,2,2,4,2,4,3,3,3,4,4,3,4,100, ,2,1,3,9,2,2,1,2,3,9,2,2,1,1,1,3,1,2,2,2,1,2,2,3,3,1,4,3,6,2,1, ,1,1, ,19, ,1,60560,1954,1,4, ,5, , ,2,1,630,3,2,2,3,1
064065,3,1,3,2,1,3,3, ,3,3,2,9,9,2,1,2,1,1,3,4,4,1,3,1,1,9,1,4,3,3,4,4,10, ,3,2,3,1,2,3,9,2,3,3,2,1,1,1,3,2,2,2,1,1,1,2,2,2,2,1,3,1,9,3, ,1,2,1, ,14, ,2,60544,1930,1,9, ,3, , ,2,1,815,9,1,9,9,1
067439,2,1,1,1,1,2,1, ,5,1,4,5,2,1,4,2,1,1,4,2,4,1,4,1,4,4,4,4,4,4,3,4,300, ,3,3,3,3,1,3,1,1,3,1,1,3,1,2,3,3,1,1,2,2,2,9,2,1,1,2,5,2,1,1,1, ,3,1, ,16, ,2,60193,1956,2,5, , , ,1,2,1,630,1,2,2,1,2
056416,3,2,2,3,2,2,5, ,3,3,3,2,2,2,3,2,3,2,9,9,2,3,3,3,2,3,3,3,9,2,9,9, ,999999,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,2,2,1,2,1,2,2,2,3,1,4,3,7,4, , ,1,1, ,14, ,1,60657,1992,1,1, ,5, , ,2,1,815,3,4,1,3,1
059237,1,2,1,2,1,1,1, ,4,1,4,5,2,2,4,4,4,1,4,4,4,4,3,1,4,4,4,4,4,4,4,4,100, ,3,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,3,1,1,5,1,1,1,9, ,4, ,1,5, , ,60605,1979,1,4,5, , , ,2,1,312,1,3,2,1,1
060152,3,2,2,2,2,5,5, ,2,4,1,1,2,2,1,3,1,1,4,1,4,1,3,3,4,3,1,1,1,3,2,4,0, ,2,9,1,3,3,3,3,2,9,3,1,3,1,1,1,2,1,2,1,1,2,1,9,3,4,1,2,1,3,4, , ,1,1, ,5, , ,62014,1965,1,4, , ,5, ,2,1,618,1,3,2,1,1
063866,1,2,1,3,1,2,1, ,4,9,9,4,1,2,4,4,4,1,4,4,1,9,9,1,3,3,4,3,3,4,3,4,50, ,2,3,1,1,1,2,2,1,2,1,1,2,1,1,3,3,2,2,1,2,2,1,2,1,1,1,6,1,3,3, ,1,4, ,3, , , ,60654,1947,3,6, ,2, , ,2,1,312,1,2,3,1,3
043574,2,1,2,2,1,1,5, ,1,4,4,1,2,2,4,2,1,1,2,3,3,1,3,1,3,3,3,4,3,2,3,4,0, ,9,9,9,9,9,9,2,2,9,9,9,9,2,1,1,2,3,2,2,1,1,2,2,2,2,1,5,3,7,3, ,1,2,1, ,13, ,2,60187,1937,1,9, , , ,3,2,1,630,3,1,9,3,1
067205,2,2,1,1,2,3,1, ,4,3,4,5,2,2,1,1,1,1,3,9,4,1,4,2,1,4,4,3,1,4,3,3, ,2000,3,1,1,1,1,1,9,9,3,3,3,3,1,1,9,3,3,2,1,4,2,1,2,3,1,1,4,1,9,1,4, ,3,1, ,3, ,2,60624,1961,5,2,4, , , ,2,1,773,9,2,1,9,3
069103,3,1,3,2,1,2,3, ,9,4,2,2,1,1,2,9,2,1,3,3,4,1,3,1,4,4,3,4,2,1,9,4, ,3000,9,9,2,9,2,2,9,9,9,1,9,9,1,1,9,1,1,9,1,1,9,2,1,2,2,1,1,9,8,3, ,1,1,1, ,88, ,1,62823,1920,1,1,1, , , ,2,1,618,9,1,1,9,1
070396,1,1,1,1,1,2,1, ,5,2,5,5,1,1,3,2,3,1,3,3,1,1,3,1,4,4,4,4,3,4,4,4,0, ,2,2,1,1,1,2,1,1,2,1,1,2,2,2,3,3,1,1,9,2,2,1,2,2,1,1,6,1,1,1,1, ,4, ,1,14, ,2,60607,1979,2,7, , ,1, ,2,1,312,1,3,4,1,2
058130,3,1,1,2,2,2,1, ,4,2,2,4,1,1,4,4,4,1,3,3,2,3,3,1,3,4,4,4,4,4,4,4,100, ,3,2,2,2,2,2,3,1,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,1,1,6,1,1,1,1, ,5, ,3, , , ,60014,1957,1,7,6, , , ,1,1,815,1,2,4,1,1
060222,3,1,2,2,1,3,5, ,1,4,1,1,1,2,4,4,9,1,9,2,4,3,1,1,2,4,4,4,4,3,4,4,50, ,1,9,2,2,2,1,9,2,2,2,2,1,2,1,1,2,4,2,1,1,1,2,2,3,3,1,5,3,6,1,1, ,1,1, ,88, ,1,61254,1953,1,5, , , ,1,1,1,309,3,2,2,3,1
062361,3,1,1,2,2,3,1, ,4,2,1,5,1,1,1,3,3,1,4,3,4,1,4,1,3,4,4,4,3,4,4,4,0, ,3,2,2,2,2,2,3,2,3,2,2,2,1,1,1,3,3,1,2,2,2,1,1,2,2,1,7,3,1,2,1, ,3,1, ,9, ,1,62801,1965,1,5,9, , , ,1,1,618,1,3,2,1,1
070791,3,1,1,1,1,2,1, ,5,2,9,5,1,1,1,3,3,1,3,3,3,1,3,2,4,4,4,4,4,4,4,4,500, ,1,1,3,1,1,3,1,1,3,1,1,1,1,1,3,2,1,2,2,1,2,2,2,2,3,2,2,1,1,3, ,9,4, ,1,30, ,2,61910,1927,1,2, ,3, , ,2,1,217,1,1,1,1,1
056839,1,2,2,2,3,3,6,GOD'S KINGDOM,9,9,9,9,2,2,9,9,9,3,9,9,9,9,9,3,9,9,9,9,9,9,9,9, ,999999,9,1,3,9,9,9,9,9,9,9,1,9,1,1,9,9,9,9,9,4,9,9,2,4,3,1,3,9,9,2,1, ,1,1, ,11, , ,99999,1972,2,9,2, , , ,1,1,312,9,3,9,9,2
066401,3,2,3,1,1,3,3, ,3,9,9,3,2,9,1,1,2,1,3,2,1,2,2,2,4,4,4,4,3,4,3,4, ,25000,2,2,2,3,2,3,2,3,3,9,2,3,2,1,1,2,9,2,1,2,2,1,2,3,3,1,4,2,3,1,9, ,1,1, ,18, ,2,62234,1977,2,2, , , ,1,2,1,618,1,3,1,1,2
071194,2,2,1,3,1,3,1, ,4,9,4,4,1,1,4,4,4,1,4,4,2,1,3,1,1,4,4,4,4,4,3,4,20000, ,2,3,2,2,1,1,3,9,2,3,1,1,1,2,3,2,1,2,1,2,2,1,2,1,1,1,4,1,2,1,4, ,3,1, ,5, , ,60123,1983,4,5, ,2, , ,1,1,847,1,3,2,1,3
041628,2,1,3,2,3,2,1, ,5,1,4,5,1,1,1,4,4,1,2,3,3,1,2,1,2,4,4,4,4,4,3,3,1000, ,3,3,1,2,1,2,3,1,1,1,1,1,1,1,1,3,1,2,1,2,2,1,2,1,1,1,6,1,1,1,2, ,4, ,2, ,5, ,60173,1955,1,4,6, , , ,1,1,773,1,2,2,1,1
056373,2,1,1,2,1,2,1, ,5,1,5,5,2,2,1,2,3,2,3,1,1,1,4,1,4,4,4,4,4,4,4,4, ,999999,1,3,3,1,1,3,3,1,1,1,1,3,1,1,3,1,1,1,2,2,2,1,2,1,1,1,3,1,1,3, ,1,2,1, ,5, , ,99999,0,7,9,9, , , ,1,1,847,1,0,9,1,7
059809,3,1,2,2,1,4,5, ,3,4,1,2,1,1,4,4,4,1,1,1,4,1,4,2,3,3,2,4,4,1,3,4,50, ,3,3,2,3,9,3,2,3,3,3,2,2,2,2,1,3,1,1,1,1,1,2,2,1,2,1,5,2,6,1,3, ,2,1, ,5, , ,62711,1974,1,6, ,4, , ,1,1,217,3,3,3,3,1
065497,2,1,2,2,2,3,3, ,2,3,2,4,2,2,3,1,1,1,4,2,4,2,3,1,3,4,4,4,3,1,3,4,1000, ,3,2,3,3,3,1,3,1,1,3,3,1,1,1,1,1,1,1,2,2,2,1,1,3,2,1,1,1,3,4, , ,3,1, ,5, , ,60417,1954,1,4, ,2, , ,2,1,708,1,2,2,1,1
066008,2,1,2,2,2,4,5, ,1,2,1,1,1,2,4,4,4,1,3,9,4,3,3,1,4,4,4,4,3,4,4,4,5000, ,1,1,3,1,3,9,9,1,2,2,9,3,1,1,1,3,1,2,1,2,1,2,2,3,3,1,6,3,6,3, ,3,1,1, ,16, ,1,60087,1952,2,1,6, , , ,2,1,224,3,2,1,3,2
061463,3,1,1,1,2,4,1, ,4,2,5,4,1,2,4,3,4,1,4,2,4,4,4,2,2,4,4,2,4,4,2,4,0, ,9,2,2,2,2,2,9,2,2,1,2,1,1,1,1,3,4,2,1,2,2,1,2,1,1,1,4,3,7,3, ,4,4, ,1,30, ,2,61604,1930,1,1, , , ,3,1,1,309,3,1,1,3,1
